"GEO_ID","NAME","P1_001N","P1_001NA",
"Geography","Geographic Area Name"," !!Total","Annotation of  !!Total",
"1400000US26125145100","Census Tract 1451; Oakland County; Michigan","2163","null",
"1400000US26125145200","Census Tract 1452; Oakland County; Michigan","3556","null",
"1400000US26125145300","Census Tract 1453; Oakland County; Michigan","4225","null",
"1400000US26125145400","Census Tract 1454; Oakland County; Michigan","4150","null",
"1400000US26125145501","Census Tract 1455.01; Oakland County; Michigan","3490","null",
"1400000US26125145502","Census Tract 1455.02; Oakland County; Michigan","3855","null",
"1400000US26125145600","Census Tract 1456; Oakland County; Michigan","4629","null",
"1400000US26125145700","Census Tract 1457; Oakland County; Michigan","2622","null",
"1400000US26125145900","Census Tract 1459; Oakland County; Michigan","2711","null",
"1400000US26125150000","Census Tract 1500; Oakland County; Michigan","5338","null",
"1400000US26125150100","Census Tract 1501; Oakland County; Michigan","3573","null",
"1400000US26125150200","Census Tract 1502; Oakland County; Michigan","2821","null",
"1400000US26125150300","Census Tract 1503; Oakland County; Michigan","5422","null",
"1400000US26125150400","Census Tract 1504; Oakland County; Michigan","2934","null",
"1400000US26125150500","Census Tract 1505; Oakland County; Michigan","3073","null",
"1400000US26125150600","Census Tract 1506; Oakland County; Michigan","2983","null",
"1400000US26125150700","Census Tract 1507; Oakland County; Michigan","4598","null",
"1400000US26125150800","Census Tract 1508; Oakland County; Michigan","4344","null",
"1400000US26125150900","Census Tract 1509; Oakland County; Michigan","3691","null",
"1400000US26125151000","Census Tract 1510; Oakland County; Michigan","5471","null",
"1400000US26125152000","Census Tract 1520; Oakland County; Michigan","4460","null",
"1400000US26125152600","Census Tract 1526; Oakland County; Michigan","3966","null",
"1400000US26125152700","Census Tract 1527; Oakland County; Michigan","3110","null",
"1400000US26125152900","Census Tract 1529; Oakland County; Michigan","4324","null",
"1400000US26125153000","Census Tract 1530; Oakland County; Michigan","2301","null",
"1400000US26125153100","Census Tract 1531; Oakland County; Michigan","2309","null",
"1400000US26125153200","Census Tract 1532; Oakland County; Michigan","1952","null",
"1400000US26125153300","Census Tract 1533; Oakland County; Michigan","3855","null",
"1400000US26125154000","Census Tract 1540; Oakland County; Michigan","1723","null",
"1400000US26125154100","Census Tract 1541; Oakland County; Michigan","2761","null",
"1400000US26125154200","Census Tract 1542; Oakland County; Michigan","2764","null",
"1400000US26125154500","Census Tract 1545; Oakland County; Michigan","2238","null",
"1400000US26125154600","Census Tract 1546; Oakland County; Michigan","2823","null",
"1400000US26125156000","Census Tract 1560; Oakland County; Michigan","2710","null",
"1400000US26125156100","Census Tract 1561; Oakland County; Michigan","4482","null",
"1400000US26125156200","Census Tract 1562; Oakland County; Michigan","6922","null",
"1400000US26125156300","Census Tract 1563; Oakland County; Michigan","4118","null",
"1400000US26125156400","Census Tract 1564; Oakland County; Michigan","4030","null",
"1400000US26125156500","Census Tract 1565; Oakland County; Michigan","4498","null",
"1400000US26125156900","Census Tract 1569; Oakland County; Michigan","3152","null",
"1400000US26125157000","Census Tract 1570; Oakland County; Michigan","2324","null",
"1400000US26125157100","Census Tract 1571; Oakland County; Michigan","1907","null",
"1400000US26125157200","Census Tract 1572; Oakland County; Michigan","3799","null",
"1400000US26125157300","Census Tract 1573; Oakland County; Michigan","3317","null",
"1400000US26125157400","Census Tract 1574; Oakland County; Michigan","2547","null",
"1400000US26125157500","Census Tract 1575; Oakland County; Michigan","3037","null",
"1400000US26125157600","Census Tract 1576; Oakland County; Michigan","4531","null",
"1400000US26125157700","Census Tract 1577; Oakland County; Michigan","2628","null",
"1400000US26125157800","Census Tract 1578; Oakland County; Michigan","3551","null",
"1400000US26125157900","Census Tract 1579; Oakland County; Michigan","2754","null",
"1400000US26125158000","Census Tract 1580; Oakland County; Michigan","3844","null",
"1400000US26125158100","Census Tract 1581; Oakland County; Michigan","3324","null",
"1400000US26125158200","Census Tract 1582; Oakland County; Michigan","3431","null",
"1400000US26125159000","Census Tract 1590; Oakland County; Michigan","4287","null",
"1400000US26125160000","Census Tract 1600; Oakland County; Michigan","4088","null",
"1400000US26125160300","Census Tract 1603; Oakland County; Michigan","3346","null",
"1400000US26125160400","Census Tract 1604; Oakland County; Michigan","2865","null",
"1400000US26125160500","Census Tract 1605; Oakland County; Michigan","4265","null",
"1400000US26125160600","Census Tract 1606; Oakland County; Michigan","4805","null",
"1400000US26125160700","Census Tract 1607; Oakland County; Michigan","1615","null",
"1400000US26125160800","Census Tract 1608; Oakland County; Michigan","4025","null",
"1400000US26125160900","Census Tract 1609; Oakland County; Michigan","4382","null",
"1400000US26125161000","Census Tract 1610; Oakland County; Michigan","2119","null",
"1400000US26125161100","Census Tract 1611; Oakland County; Michigan","3930","null",
"1400000US26125161200","Census Tract 1612; Oakland County; Michigan","5005","null",
"1400000US26125161300","Census Tract 1613; Oakland County; Michigan","3693","null",
"1400000US26125161400","Census Tract 1614; Oakland County; Michigan","3923","null",
"1400000US26125161500","Census Tract 1615; Oakland County; Michigan","1891","null",
"1400000US26125161600","Census Tract 1616; Oakland County; Michigan","2997","null",
"1400000US26125161700","Census Tract 1617; Oakland County; Michigan","2768","null",
"1400000US26125161800","Census Tract 1618; Oakland County; Michigan","4222","null",
"1400000US26125161900","Census Tract 1619; Oakland County; Michigan","2384","null",
"1400000US26125162000","Census Tract 1620; Oakland County; Michigan","4063","null",
"1400000US26125162100","Census Tract 1621; Oakland County; Michigan","3504","null",
"1400000US26125162200","Census Tract 1622; Oakland County; Michigan","1219","null",
"1400000US26125162300","Census Tract 1623; Oakland County; Michigan","3908","null",
"1400000US26125162400","Census Tract 1624; Oakland County; Michigan","2028","null",
"1400000US26125162500","Census Tract 1625; Oakland County; Michigan","3661","null",
"1400000US26125165000","Census Tract 1650; Oakland County; Michigan","3004","null",
"1400000US26125165100","Census Tract 1651; Oakland County; Michigan","4271","null",
"1400000US26125165200","Census Tract 1652; Oakland County; Michigan","4322","null",
"1400000US26125166000","Census Tract 1660; Oakland County; Michigan","2489","null",
"1400000US26125166100","Census Tract 1661; Oakland County; Michigan","3329","null",
"1400000US26125166200","Census Tract 1662; Oakland County; Michigan","2937","null",
"1400000US26125166400","Census Tract 1664; Oakland County; Michigan","3346","null",
"1400000US26125166500","Census Tract 1665; Oakland County; Michigan","2958","null",
"1400000US26125166600","Census Tract 1666; Oakland County; Michigan","3494","null",
"1400000US26125166700","Census Tract 1667; Oakland County; Michigan","2493","null",
"1400000US26125166800","Census Tract 1668; Oakland County; Michigan","3412","null",
"1400000US26125166900","Census Tract 1669; Oakland County; Michigan","3529","null",
"1400000US26125167000","Census Tract 1670; Oakland County; Michigan","5534","null",
"1400000US26125167300","Census Tract 1673; Oakland County; Michigan","3723","null",
"1400000US26125167400","Census Tract 1674; Oakland County; Michigan","5054","null",
"1400000US26125167500","Census Tract 1675; Oakland County; Michigan","5790","null",
"1400000US26125167800","Census Tract 1678; Oakland County; Michigan","4978","null",
"1400000US26125167900","Census Tract 1679; Oakland County; Michigan","2879","null",
"1400000US26125168100","Census Tract 1681; Oakland County; Michigan","2375","null",
"1400000US26125168400","Census Tract 1684; Oakland County; Michigan","3742","null",
"1400000US26125168500","Census Tract 1685; Oakland County; Michigan","2776","null",
"1400000US26125168601","Census Tract 1686.01; Oakland County; Michigan","2734","null",
"1400000US26125168602","Census Tract 1686.02; Oakland County; Michigan","3664","null",
"1400000US26125168700","Census Tract 1687; Oakland County; Michigan","3660","null",
"1400000US26125168800","Census Tract 1688; Oakland County; Michigan","2414","null",
"1400000US26125168901","Census Tract 1689.01; Oakland County; Michigan","4121","null",
"1400000US26125168902","Census Tract 1689.02; Oakland County; Michigan","2555","null",
"1400000US26125170000","Census Tract 1700; Oakland County; Michigan","2553","null",
"1400000US26125170100","Census Tract 1701; Oakland County; Michigan","2806","null",
"1400000US26125170200","Census Tract 1702; Oakland County; Michigan","3380","null",
"1400000US26125170300","Census Tract 1703; Oakland County; Michigan","2663","null",
"1400000US26125170400","Census Tract 1704; Oakland County; Michigan","3792","null",
"1400000US26125171000","Census Tract 1710; Oakland County; Michigan","5056","null",
"1400000US26125171100","Census Tract 1711; Oakland County; Michigan","3370","null",
"1400000US26125171200","Census Tract 1712; Oakland County; Michigan","2235","null",
"1400000US26125171300","Census Tract 1713; Oakland County; Michigan","2994","null",
"1400000US26125171400","Census Tract 1714; Oakland County; Michigan","6441","null",
"1400000US26125171500","Census Tract 1715; Oakland County; Michigan","4896","null",
"1400000US26125171600","Census Tract 1716; Oakland County; Michigan","2424","null",
"1400000US26125172400","Census Tract 1724; Oakland County; Michigan","2144","null",
"1400000US26125172500","Census Tract 1725; Oakland County; Michigan","2374","null",
"1400000US26125173000","Census Tract 1730; Oakland County; Michigan","4333","null",
"1400000US26125173100","Census Tract 1731; Oakland County; Michigan","1580","null",
"1400000US26125173200","Census Tract 1732; Oakland County; Michigan","2680","null",
"1400000US26125173300","Census Tract 1733; Oakland County; Michigan","1479","null",
"1400000US26125173400","Census Tract 1734; Oakland County; Michigan","5072","null",
"1400000US26125173500","Census Tract 1735; Oakland County; Michigan","2663","null",
"1400000US26125173600","Census Tract 1736; Oakland County; Michigan","1383","null",
"1400000US26125175000","Census Tract 1750; Oakland County; Michigan","2780","null",
"1400000US26125175100","Census Tract 1751; Oakland County; Michigan","4494","null",
"1400000US26125175200","Census Tract 1752; Oakland County; Michigan","3821","null",
"1400000US26125175300","Census Tract 1753; Oakland County; Michigan","3888","null",
"1400000US26125180000","Census Tract 1800; Oakland County; Michigan","2532","null",
"1400000US26125180100","Census Tract 1801; Oakland County; Michigan","2754","null",
"1400000US26125180200","Census Tract 1802; Oakland County; Michigan","3365","null",
"1400000US26125180300","Census Tract 1803; Oakland County; Michigan","2738","null",
"1400000US26125181001","Census Tract 1810.01; Oakland County; Michigan","3410","null",
"1400000US26125181100","Census Tract 1811; Oakland County; Michigan","2828","null",
"1400000US26125181200","Census Tract 1812; Oakland County; Michigan","6425","null",
"1400000US26125181300","Census Tract 1813; Oakland County; Michigan","5521","null",
"1400000US26125181400","Census Tract 1814; Oakland County; Michigan","2847","null",
"1400000US26125181500","Census Tract 1815; Oakland County; Michigan","2338","null",
"1400000US26125181600","Census Tract 1816; Oakland County; Michigan","5099","null",
"1400000US26125183000","Census Tract 1830; Oakland County; Michigan","3715","null",
"1400000US26125183100","Census Tract 1831; Oakland County; Michigan","4480","null",
"1400000US26125183200","Census Tract 1832; Oakland County; Michigan","3364","null",
"1400000US26125183300","Census Tract 1833; Oakland County; Michigan","2964","null",
"1400000US26125183400","Census Tract 1834; Oakland County; Michigan","2498","null",
"1400000US26125183500","Census Tract 1835; Oakland County; Michigan","2064","null",
"1400000US26125183600","Census Tract 1836; Oakland County; Michigan","4356","null",
"1400000US26125183700","Census Tract 1837; Oakland County; Michigan","5379","null",
"1400000US26125183800","Census Tract 1838; Oakland County; Michigan","4598","null",
"1400000US26125183900","Census Tract 1839; Oakland County; Michigan","2356","null",
"1400000US26125184000","Census Tract 1840; Oakland County; Michigan","2959","null",
"1400000US26125184100","Census Tract 1841; Oakland County; Michigan","2867","null",
"1400000US26125184200","Census Tract 1842; Oakland County; Michigan","4174","null",
"1400000US26125184300","Census Tract 1843; Oakland County; Michigan","2809","null",
"1400000US26125184400","Census Tract 1844; Oakland County; Michigan","2630","null",
"1400000US26125184500","Census Tract 1845; Oakland County; Michigan","2358","null",
"1400000US26125184600","Census Tract 1846; Oakland County; Michigan","3080","null",
"1400000US26125184700","Census Tract 1847; Oakland County; Michigan","1560","null",
"1400000US26125187000","Census Tract 1870; Oakland County; Michigan","2627","null",
"1400000US26125188001","Census Tract 1880.01; Oakland County; Michigan","3881","null",
"1400000US26125188100","Census Tract 1881; Oakland County; Michigan","2507","null",
"1400000US26125190200","Census Tract 1902; Oakland County; Michigan","4746","null",
"1400000US26125190400","Census Tract 1904; Oakland County; Michigan","3786","null",
"1400000US26125190500","Census Tract 1905; Oakland County; Michigan","2633","null",
"1400000US26125190700","Census Tract 1907; Oakland County; Michigan","5205","null",
"1400000US26125190800","Census Tract 1908; Oakland County; Michigan","3697","null",
"1400000US26125191000","Census Tract 1910; Oakland County; Michigan","1765","null",
"1400000US26125191100","Census Tract 1911; Oakland County; Michigan","2479","null",
"1400000US26125191200","Census Tract 1912; Oakland County; Michigan","4690","null",
"1400000US26125191300","Census Tract 1913; Oakland County; Michigan","4101","null",
"1400000US26125192000","Census Tract 1920; Oakland County; Michigan","6186","null",
"1400000US26125192200","Census Tract 1922; Oakland County; Michigan","6059","null",
"1400000US26125192400","Census Tract 1924; Oakland County; Michigan","4984","null",
"1400000US26125192500","Census Tract 1925; Oakland County; Michigan","3129","null",
"1400000US26125192700","Census Tract 1927; Oakland County; Michigan","3202","null",
"1400000US26125193000","Census Tract 1930; Oakland County; Michigan","3266","null",
"1400000US26125193100","Census Tract 1931; Oakland County; Michigan","3859","null",
"1400000US26125193300","Census Tract 1933; Oakland County; Michigan","4812","null",
"1400000US26125193400","Census Tract 1934; Oakland County; Michigan","4564","null",
"1400000US26125193500","Census Tract 1935; Oakland County; Michigan","3487","null",
"1400000US26125193600","Census Tract 1936; Oakland County; Michigan","2744","null",
"1400000US26125193700","Census Tract 1937; Oakland County; Michigan","4718","null",
"1400000US26125194000","Census Tract 1940; Oakland County; Michigan","5739","null",
"1400000US26125194100","Census Tract 1941; Oakland County; Michigan","3132","null",
"1400000US26125194200","Census Tract 1942; Oakland County; Michigan","2063","null",
"1400000US26125194300","Census Tract 1943; Oakland County; Michigan","4422","null",
"1400000US26125194400","Census Tract 1944; Oakland County; Michigan","3859","null",
"1400000US26125194500","Census Tract 1945; Oakland County; Michigan","1282","null",
"1400000US26125194600","Census Tract 1946; Oakland County; Michigan","4431","null",
"1400000US26125196000","Census Tract 1960; Oakland County; Michigan","6345","null",
"1400000US26125196100","Census Tract 1961; Oakland County; Michigan","6573","null",
"1400000US26125196200","Census Tract 1962; Oakland County; Michigan","4055","null",
"1400000US26125196300","Census Tract 1963; Oakland County; Michigan","3862","null",
"1400000US26125196400","Census Tract 1964; Oakland County; Michigan","4015","null",
"1400000US26125196500","Census Tract 1965; Oakland County; Michigan","5591","null",
"1400000US26125196600","Census Tract 1966; Oakland County; Michigan","2402","null",
"1400000US26125196700","Census Tract 1967; Oakland County; Michigan","2861","null",
"1400000US26125196800","Census Tract 1968; Oakland County; Michigan","4699","null",
"1400000US26125196900","Census Tract 1969; Oakland County; Michigan","3765","null",
"1400000US26125197000","Census Tract 1970; Oakland County; Michigan","5147","null",
"1400000US26125197100","Census Tract 1971; Oakland County; Michigan","2987","null",
"1400000US26125197200","Census Tract 1972; Oakland County; Michigan","3846","null",
"1400000US26125197300","Census Tract 1973; Oakland County; Michigan","4810","null",
"1400000US26125197400","Census Tract 1974; Oakland County; Michigan","2356","null",
"1400000US26125197500","Census Tract 1975; Oakland County; Michigan","4136","null",
"1400000US26125197600","Census Tract 1976; Oakland County; Michigan","1944","null",
"1400000US26125197701","Census Tract 1977.01; Oakland County; Michigan","5304","null",
"1400000US26125197702","Census Tract 1977.02; Oakland County; Michigan","2270","null",
"1400000US26125197900","Census Tract 1979; Oakland County; Michigan","3837","null",
"1400000US26125198000","Census Tract 1980; Oakland County; Michigan","3914","null",
"1400000US26125198100","Census Tract 1981; Oakland County; Michigan","2575","null",
"1400000US26125981000","Census Tract 9810; Oakland County; Michigan","0","null",
"1400000US26125981100","Census Tract 9811; Oakland County; Michigan","0","null",
"1400000US26125981200","Census Tract 9812; Oakland County; Michigan","0","null",
"1400000US26125981300","Census Tract 9813; Oakland County; Michigan","2742","null",
"1400000US26125981400","Census Tract 9814; Oakland County; Michigan","3","null",
"1400000US26125981500","Census Tract 9815; Oakland County; Michigan","94","null",
"1400000US26125981600","Census Tract 9816; Oakland County; Michigan","0","null",
"1400000US26161400100","Census Tract 4001; Washtenaw County; Michigan","1958","null",
"1400000US26161400300","Census Tract 4003; Washtenaw County; Michigan","4212","null",
"1400000US26161400400","Census Tract 4004; Washtenaw County; Michigan","3014","null",
"1400000US26161400500","Census Tract 4005; Washtenaw County; Michigan","7235","null",
"1400000US26161400600","Census Tract 4006; Washtenaw County; Michigan","5090","null",
"1400000US26161400700","Census Tract 4007; Washtenaw County; Michigan","2569","null",
"1400000US26161400800","Census Tract 4008; Washtenaw County; Michigan","3410","null",
"1400000US26161402100","Census Tract 4021; Washtenaw County; Michigan","2917","null",
"1400000US26161402201","Census Tract 4022.01; Washtenaw County; Michigan","5503","null",
"1400000US26161402300","Census Tract 4023; Washtenaw County; Michigan","2813","null",
"1400000US26161402500","Census Tract 4025; Washtenaw County; Michigan","2311","null",
"1400000US26161402601","Census Tract 4026.01; Washtenaw County; Michigan","4091","null",
"1400000US26161402700","Census Tract 4027; Washtenaw County; Michigan","5396","null",
"1400000US26161403100","Census Tract 4031; Washtenaw County; Michigan","1542","null",
"1400000US26161403200","Census Tract 4032; Washtenaw County; Michigan","3369","null",
"1400000US26161403300","Census Tract 4033; Washtenaw County; Michigan","4220","null",
"1400000US26161403400","Census Tract 4034; Washtenaw County; Michigan","3114","null",
"1400000US26161403500","Census Tract 4035; Washtenaw County; Michigan","3026","null",
"1400000US26161403600","Census Tract 4036; Washtenaw County; Michigan","5818","null",
"1400000US26161403800","Census Tract 4038; Washtenaw County; Michigan","3153","null",
"1400000US26161404100","Census Tract 4041; Washtenaw County; Michigan","3069","null",
"1400000US26161404200","Census Tract 4042; Washtenaw County; Michigan","1983","null",
"1400000US26161404300","Census Tract 4043; Washtenaw County; Michigan","2696","null",
"1400000US26161404400","Census Tract 4044; Washtenaw County; Michigan","2275","null",
"1400000US26161404500","Census Tract 4045; Washtenaw County; Michigan","4421","null",
"1400000US26161404600","Census Tract 4046; Washtenaw County; Michigan","4751","null",
"1400000US26161405100","Census Tract 4051; Washtenaw County; Michigan","2264","null",
"1400000US26161405200","Census Tract 4052; Washtenaw County; Michigan","4897","null",
"1400000US26161405300","Census Tract 4053; Washtenaw County; Michigan","5133","null",
"1400000US26161405400","Census Tract 4054; Washtenaw County; Michigan","2048","null",
"1400000US26161405500","Census Tract 4055; Washtenaw County; Michigan","2365","null",
"1400000US26161405600","Census Tract 4056; Washtenaw County; Michigan","4544","null",
"1400000US26161406000","Census Tract 4060; Washtenaw County; Michigan","3673","null",
"1400000US26161407000","Census Tract 4070; Washtenaw County; Michigan","5215","null",
"1400000US26161407400","Census Tract 4074; Washtenaw County; Michigan","6466","null",
"1400000US26161407600","Census Tract 4076; Washtenaw County; Michigan","3151","null",
"1400000US26161410100","Census Tract 4101; Washtenaw County; Michigan","3306","null",
"1400000US26161410200","Census Tract 4102; Washtenaw County; Michigan","3145","null",
"1400000US26161410300","Census Tract 4103; Washtenaw County; Michigan","3871","null",
"1400000US26161410400","Census Tract 4104; Washtenaw County; Michigan","3584","null",
"1400000US26161410500","Census Tract 4105; Washtenaw County; Michigan","2153","null",
"1400000US26161410600","Census Tract 4106; Washtenaw County; Michigan","3007","null",
"1400000US26161410700","Census Tract 4107; Washtenaw County; Michigan","1454","null",
"1400000US26161410800","Census Tract 4108; Washtenaw County; Michigan","1711","null",
"1400000US26161410900","Census Tract 4109; Washtenaw County; Michigan","1433","null",
"1400000US26161411000","Census Tract 4110; Washtenaw County; Michigan","2490","null",
"1400000US26161411200","Census Tract 4112; Washtenaw County; Michigan","2665","null",
"1400000US26161411700","Census Tract 4117; Washtenaw County; Michigan","2331","null",
"1400000US26161411900","Census Tract 4119; Washtenaw County; Michigan","3743","null",
"1400000US26161412000","Census Tract 4120; Washtenaw County; Michigan","3728","null",
"1400000US26161412100","Census Tract 4121; Washtenaw County; Michigan","3732","null",
"1400000US26161412300","Census Tract 4123; Washtenaw County; Michigan","2990","null",
"1400000US26161412600","Census Tract 4126; Washtenaw County; Michigan","2602","null",
"1400000US26161412700","Census Tract 4127; Washtenaw County; Michigan","4983","null",
"1400000US26161413000","Census Tract 4130; Washtenaw County; Michigan","3635","null",
"1400000US26161413200","Census Tract 4132; Washtenaw County; Michigan","5190","null",
"1400000US26161413401","Census Tract 4134.01; Washtenaw County; Michigan","4607","null",
"1400000US26161413402","Census Tract 4134.02; Washtenaw County; Michigan","5586","null",
"1400000US26161413403","Census Tract 4134.03; Washtenaw County; Michigan","1962","null",
"1400000US26161414000","Census Tract 4140; Washtenaw County; Michigan","3193","null",
"1400000US26161414200","Census Tract 4142; Washtenaw County; Michigan","2930","null",
"1400000US26161414300","Census Tract 4143; Washtenaw County; Michigan","3025","null",
"1400000US26161414500","Census Tract 4145; Washtenaw County; Michigan","3073","null",
"1400000US26161414700","Census Tract 4147; Washtenaw County; Michigan","1584","null",
"1400000US26161414900","Census Tract 4149; Washtenaw County; Michigan","3704","null",
"1400000US26161415200","Census Tract 4152; Washtenaw County; Michigan","2407","null",
"1400000US26161415400","Census Tract 4154; Washtenaw County; Michigan","2123","null",
"1400000US26161415600","Census Tract 4156; Washtenaw County; Michigan","2594","null",
"1400000US26161415800","Census Tract 4158; Washtenaw County; Michigan","3608","null",
"1400000US26161416000","Census Tract 4160; Washtenaw County; Michigan","3686","null",
"1400000US26161416200","Census Tract 4162; Washtenaw County; Michigan","5169","null",
"1400000US26161420000","Census Tract 4200; Washtenaw County; Michigan","3745","null",
"1400000US26161420200","Census Tract 4202; Washtenaw County; Michigan","3338","null",
"1400000US26161421100","Census Tract 4211; Washtenaw County; Michigan","3865","null",
"1400000US26161422201","Census Tract 4222.01; Washtenaw County; Michigan","3582","null",
"1400000US26161422202","Census Tract 4222.02; Washtenaw County; Michigan","3923","null",
"1400000US26161423400","Census Tract 4234; Washtenaw County; Michigan","6368","null",
"1400000US26161423600","Census Tract 4236; Washtenaw County; Michigan","2606","null",
"1400000US26161425000","Census Tract 4250; Washtenaw County; Michigan","4380","null",
"1400000US26161426001","Census Tract 4260.01; Washtenaw County; Michigan","2252","null",
"1400000US26161426002","Census Tract 4260.02; Washtenaw County; Michigan","2036","null",
"1400000US26161431000","Census Tract 4310; Washtenaw County; Michigan","4626","null",
"1400000US26161432000","Census Tract 4320; Washtenaw County; Michigan","4764","null",
"1400000US26161444000","Census Tract 4440; Washtenaw County; Michigan","6696","null",
"1400000US26161445000","Census Tract 4450; Washtenaw County; Michigan","2656","null",
"1400000US26161446200","Census Tract 4462; Washtenaw County; Michigan","2252","null",
"1400000US26161446400","Census Tract 4464; Washtenaw County; Michigan","3215","null",
"1400000US26161447000","Census Tract 4470; Washtenaw County; Michigan","3311","null",
"1400000US26161448000","Census Tract 4480; Washtenaw County; Michigan","4024","null",
"1400000US26161453000","Census Tract 4530; Washtenaw County; Michigan","5212","null",
"1400000US26161454001","Census Tract 4540.01; Washtenaw County; Michigan","1257","null",
"1400000US26161454002","Census Tract 4540.02; Washtenaw County; Michigan","3719","null",
"1400000US26161455000","Census Tract 4550; Washtenaw County; Michigan","5072","null",
"1400000US26161456000","Census Tract 4560; Washtenaw County; Michigan","5914","null",
"1400000US26161461000","Census Tract 4610; Washtenaw County; Michigan","7371","null",
"1400000US26161464000","Census Tract 4640; Washtenaw County; Michigan","7018","null",
"1400000US26161465001","Census Tract 4650.01; Washtenaw County; Michigan","2136","null",
"1400000US26161465002","Census Tract 4650.02; Washtenaw County; Michigan","3810","null",
"1400000US26161466000","Census Tract 4660; Washtenaw County; Michigan","2604","null",
"1400000US26161980101","Census Tract 9801.01; Washtenaw County; Michigan","6052","null",
"1400000US26161980102","Census Tract 9801.02; Washtenaw County; Michigan","3713","null",
"1400000US26161980200","Census Tract 9802; Washtenaw County; Michigan","0","null",
"1400000US26161980300","Census Tract 9803; Washtenaw County; Michigan","2012","null",
"1400000US26161980400","Census Tract 9804; Washtenaw County; Michigan","0","null",
"1400000US26161980500","Census Tract 9805; Washtenaw County; Michigan","2376","null",
"1400000US26161980600","Census Tract 9806; Washtenaw County; Michigan","1603","null",
"1400000US26161984000","Census Tract 9840; Washtenaw County; Michigan","34","null",
"1400000US26163500100","Census Tract 5001; Wayne County; Michigan","3996","null",
"1400000US26163500200","Census Tract 5002; Wayne County; Michigan","3037","null",
"1400000US26163500300","Census Tract 5003; Wayne County; Michigan","2149","null",
"1400000US26163500400","Census Tract 5004; Wayne County; Michigan","751","null",
"1400000US26163500500","Census Tract 5005; Wayne County; Michigan","1507","null",
"1400000US26163500600","Census Tract 5006; Wayne County; Michigan","2692","null",
"1400000US26163500700","Census Tract 5007; Wayne County; Michigan","4109","null",
"1400000US26163500800","Census Tract 5008; Wayne County; Michigan","2569","null",
"1400000US26163500900","Census Tract 5009; Wayne County; Michigan","3706","null",
"1400000US26163501000","Census Tract 5010; Wayne County; Michigan","2945","null",
"1400000US26163501100","Census Tract 5011; Wayne County; Michigan","3328","null",
"1400000US26163501200","Census Tract 5012; Wayne County; Michigan","1609","null",
"1400000US26163501300","Census Tract 5013; Wayne County; Michigan","3078","null",
"1400000US26163501400","Census Tract 5014; Wayne County; Michigan","3624","null",
"1400000US26163501500","Census Tract 5015; Wayne County; Michigan","4056","null",
"1400000US26163501600","Census Tract 5016; Wayne County; Michigan","1955","null",
"1400000US26163501700","Census Tract 5017; Wayne County; Michigan","2218","null",
"1400000US26163501800","Census Tract 5018; Wayne County; Michigan","4117","null",
"1400000US26163501900","Census Tract 5019; Wayne County; Michigan","2490","null",
"1400000US26163502000","Census Tract 5020; Wayne County; Michigan","1858","null",
"1400000US26163502600","Census Tract 5026; Wayne County; Michigan","3321","null",
"1400000US26163502700","Census Tract 5027; Wayne County; Michigan","2359","null",
"1400000US26163503100","Census Tract 5031; Wayne County; Michigan","2996","null",
"1400000US26163503200","Census Tract 5032; Wayne County; Michigan","3002","null",
"1400000US26163503300","Census Tract 5033; Wayne County; Michigan","3407","null",
"1400000US26163503400","Census Tract 5034; Wayne County; Michigan","886","null",
"1400000US26163503500","Census Tract 5035; Wayne County; Michigan","2709","null",
"1400000US26163503600","Census Tract 5036; Wayne County; Michigan","1476","null",
"1400000US26163503900","Census Tract 5039; Wayne County; Michigan","1730","null",
"1400000US26163504000","Census Tract 5040; Wayne County; Michigan","1093","null",
"1400000US26163504100","Census Tract 5041; Wayne County; Michigan","1173","null",
"1400000US26163504200","Census Tract 5042; Wayne County; Michigan","1644","null",
"1400000US26163504300","Census Tract 5043; Wayne County; Michigan","1834","null",
"1400000US26163504400","Census Tract 5044; Wayne County; Michigan","1416","null",
"1400000US26163505100","Census Tract 5051; Wayne County; Michigan","2888","null",
"1400000US26163505200","Census Tract 5052; Wayne County; Michigan","2943","null",
"1400000US26163505400","Census Tract 5054; Wayne County; Michigan","1927","null",
"1400000US26163505600","Census Tract 5056; Wayne County; Michigan","4078","null",
"1400000US26163505700","Census Tract 5057; Wayne County; Michigan","2936","null",
"1400000US26163505800","Census Tract 5058; Wayne County; Michigan","3337","null",
"1400000US26163506100","Census Tract 5061; Wayne County; Michigan","1875","null",
"1400000US26163506200","Census Tract 5062; Wayne County; Michigan","1814","null",
"1400000US26163506300","Census Tract 5063; Wayne County; Michigan","1860","null",
"1400000US26163506400","Census Tract 5064; Wayne County; Michigan","842","null",
"1400000US26163506500","Census Tract 5065; Wayne County; Michigan","1963","null",
"1400000US26163506600","Census Tract 5066; Wayne County; Michigan","2713","null",
"1400000US26163506700","Census Tract 5067; Wayne County; Michigan","1023","null",
"1400000US26163506800","Census Tract 5068; Wayne County; Michigan","3904","null",
"1400000US26163506900","Census Tract 5069; Wayne County; Michigan","3579","null",
"1400000US26163507000","Census Tract 5070; Wayne County; Michigan","2720","null",
"1400000US26163507100","Census Tract 5071; Wayne County; Michigan","2266","null",
"1400000US26163507200","Census Tract 5072; Wayne County; Michigan","1003","null",
"1400000US26163507300","Census Tract 5073; Wayne County; Michigan","2285","null",
"1400000US26163507400","Census Tract 5074; Wayne County; Michigan","2488","null",
